idx,gt
0.79437037279255620.300381003417727330.6137853967221266_7_7_7_7_1426_988,7
0.79548744433647410.68410821019014970.5562359800635056_0_0_0_0_3_596,0
0.79573270587528240.9150761237456730.9532440856293087_1_1_1_1_1377_123,1
0.79652727475638750.33100215598192420.40462912769366_1_1_1_1_1907_208,1
0.79652727475638750.33100215598192420.40462912769366_1_1_5_5_1787_1313,3
0.79683689244695290.2745480704706460.1452913745285529_8_8_8_1_812_13,3
0.79702838102470510.98563360646069160.37784340729378363_6_6_6_6_1307_472,6
0.79919832741852610.087275924900836910.7405026792582898_6_6_6_6_1359_655,6
0.80072741952825060.35159494004193750.37388330687691895_4_4_4_4_837_573,4
0.8034316519340970.93112919135312520.5538070812382857_2_2_2_2_897_513,2
0.80413497855625230.41817042702435370.8989347812776034_6_6_6_6_1497_643,6
0.80424973532734390.65096929986694630.11024432194780287_1_1_1_1_752_453,1
0.80429427629601710.0494821636394434660.8642276200474884_5_5_5_5_516_25,0
0.80565726144674540.191940490354040040.10588130311857813_0_0_0_0_272_298,2
0.8056907640847590.53830730341398650.5723992878152026_0_0_0_0_257_153,0
0.80723132470264910.089664339952250320.8955539767313048_0_0_0_0_292_273,0
0.80738947059270050.16400942128639350.2804851353684633_6_6_6_6_403_675,6
0.81100989225503540.491843997321804060.4297912724304871_0_0_0_0_1044_453,4
0.81136108292895960.19136367391464870.12963235504993387_2_2_2_2_1290_685,2
0.81204986160891190.96729503170223860.0336622724187432_1_1_7_7_1457_962,1
0.81245770267556640.5445691414026210.6980889744839394_1_1_1_1_1302_511,1
0.81637819389852310.89245304252732370.9434891788834274_0_0_3_1_896_18,0
0.81690764052529980.75697121202342380.6400050468686386_5_5_5_5_1352_688,5
0.81698060047507250.31334744028114160.2440838531331211_0_5_5_0_846_481,7
0.817174860793780.70717260799693350.9601670091976_0_0_0_0_1340_203,0
0.81755423324517580.048020372739445040.7470521568110314_0_0_0_0_2067_218,0
0.81791279063328120.27366506567326290.6937652590772057_3_3_3_3_1247_368,3
0.81856414144596770.0053709731187551180.4316580031995396_4_4_4_4_1172_278,4
0.81879114396367770.97588192215010190.9856174029009621_7_7_7_7_352_468,7
0.81970676222638270.0231430378671170220.576883510418161_2_2_2_2_147_268,2
0.81993690552911450.45302114335753830.951950364958841_3_3_3_3_1027_408,3
0.82025733668016120.44354407014417840.5257759717366302_0_0_0_0_1020_964,0
0.82052534693172150.71614448694824540.48841559373549215_2_2_2_2_272_358,2
0.82107621112945310.5656045542958610.9537723133588426_1_1_1_1_1101_246,1
0.82190560108561060.41936354823223940.22529688748048748_0_0_0_0_102_546,0
0.82202363524603230.209551226411728520.7203127851775528_2_2_2_2_1185_296,2
0.82233651644185780.64125483985059220.08295174249173709_5_5_5_5_1402_188,5
0.82298935632640020.034251750194598360.7059610162875593_7_7_7_7_0_846,7
0.82305940869748720.97258062545211290.05181343431848384_1_1_1_1_1640_83,1
0.82305940869748720.97258062545211290.05181343431848384_1_1_1_1_2148_772,1
0.82313498908761270.00112210594510597780.1778803713360404_7_7_7_7_652_893,7
0.82320274034795670.178971621319779060.4191808816212227_0_0_0_0_347_1298,7
0.8236215690682680.496722163883106860.23073885078744905_7_7_7_7_1782_1283,7
0.82411205990717310.077954984831434590.8945423286192078_1_7_7_7_1097_48,1
0.82455548655900130.81754859322667860.6703535647480241_6_6_6_6_1052_233,6
0.82455548655900130.81754859322667860.6703535647480241_6_6_6_6_1212_798,6
0.82490590543815430.147464726755823340.07422589900676524_1_1_1_1_1262_688,1
0.82490590543815430.147464726755823340.07422589900676524_1_1_1_1_461_248,1
0.82553176965904870.82839742263407760.41623503095068737_6_6_6_6_1117_713,6
0.82556739271924780.99209814147898380.8374370380874109_1_1_1_1_1224_455,1
0.82561260550686930.38411750583682790.4597489432366797_0_0_0_0_1731_883,2
0.82605074228189860.087232761690485660.916471258109016_6_6_6_6_1474_451,6
0.82605074228189860.087232761690485660.916471258109016_6_6_6_6_1746_18,6
0.82605074228189860.087232761690485660.916471258109016_6_6_6_6_303_190,6
0.82605074228189860.087232761690485660.916471258109016_6_6_6_6_894_1529,6
0.8270257567774190.80659009504603910.785790707821184_0_7_0_7_344_479,7
0.8270257567774190.80659009504603910.785790707821184_7_7_7_7_2240_614,7
0.8270257567774190.80659009504603910.785790707821184_7_7_7_7_2490_975,7
0.82728045419066180.426560629927426160.7178783651545969_1_1_1_1_1292_122,1
0.82820723669454350.67809853087119850.1836857302030973_0_0_0_0_312_288,0
0.82913263488414390.36538084277059160.5440057174562761_0_0_0_0_1061_1040,0
0.8297884447192290.391889260558103140.9328839969922972_0_0_0_0_917_173,6
0.8297884447192290.391889260558103140.9328839969922972_0_0_0_0_987_1578,0
0.8297884447192290.391889260558103140.9328839969922972_4_4_4_4_347_713,4
0.82985111429864480.055651732362096530.5276137376872608_0_0_0_0_1662_953,0
0.83136495250054740.351524815725989260.7875095539065288_5_5_5_5_702_683,5
0.83178087770277580.0426539625452244660.40856524558025087_1_1_1_1_262_648,1
0.83315390317195140.57540022635599390.29560665885357085_0_0_0_0_1948_462,0
0.83348966022519380.61868716146128430.9057343541713659_5_5_5_5_82_55,0
0.83363206220033360.176109107276474660.2705574542045135_1_1_1_1_57_1518,1
0.83504474182277010.70754605649962670.9255339889315458_1_1_1_1_922_1513,1
0.83745326218216890.61859750318581750.5757544979140289_1_1_1_1_1082_498,1
0.83785621123430440.374482888955469660.07752530850660688_5_5_5_5_732_778,5
0.83852453117580830.099424849163983420.5388484953632213_2_2_2_2_1077_13,2
0.8389157196893750.97374096892345060.7103251514631169_0_0_0_0_1732_823,2
0.84117593610054710.82301480346625040.3011023234374468_1_1_1_1_1767_488,1
0.84219842599744620.119060120279516850.09425085295452851_0_3_3_3_838_501,4
0.84304971577090270.96932167054856410.15742342949850763_2_2_2_2_447_183,4
0.84311398288353570.82584541217124840.09209090573520318_7_7_7_7_898_118,7
0.84475210746724180.63721674281531470.30118342423224864_2_2_2_2_2317_253,2
0.845322463915330.70238197328639150.7006125592778166_4_4_4_4_1262_428,4
0.84534289323490320.83834603037547670.42122861730481476_0_0_0_0_368_3,0
0.84534289323490320.83834603037547670.42122861730481476_7_7_7_7_1840_3,7
0.84534289323490320.83834603037547670.42122861730481476_7_7_7_7_1924_1053,7
0.84534289323490320.83834603037547670.42122861730481476_7_7_7_7_2127_251,7
0.84604080600641870.9040369129905130.19946338295426425_2_2_2_2_1237_428,2
0.84809061808806620.82244785595593120.930917349409737_0_0_0_0_1067_593,0
0.84809061808806620.82244785595593120.930917349409737_1_1_1_1_57_703,1
0.84846526919928130.86032470106932960.7666647876281714_0_6_6_8_867_33,5
0.8491812745499310.6520982974713410.9437884174931784_8_8_2_2_1042_463,2
0.84931714812414770.40909644073665930.0966516809499246_5_5_5_5_1642_538,5
0.84934891492337340.6088083201576450.8377610923780402_6_6_6_6_721_127,6
0.84939374873126270.4789623484298310.9383720693807295_2_2_2_2_1042_413,2
0.84947754796365670.6672733248713330.32834685879963543_3_3_3_3_1027_763,3
0.84996718219256920.92227874447653520.4155321348691281_0_0_0_0_622_68,0
0.85055763698641360.0113725662496945160.2894824776458538_7_2_2_0_92_733,7
0.85357241021711490.74621292425825550.3382243293097501_1_1_1_1_1472_1131,1
0.85472806945071110.93901093793790060.8981377898436906_0_0_0_0_940_540,0
0.85665439370129470.050447063835070250.09514040698382886_0_0_0_0_277_498,0
0.85665439370129470.050447063835070250.09514040698382886_0_0_0_0_842_13,0
0.85716667433362670.46317513803470790.4253457239084302_3_3_3_3_1537_408,3
0.85718322806793550.36918749053018520.46558045600253917_6_3_3_3_1017_903,3
0.85793747115782070.65726707672929350.2529150560174668_4_4_4_4_1529_770,4
0.85900435766335610.12451757703895660.8471403075952268_0_0_0_0_407_448,6
0.85904076178179060.82777576206661470.022505368327107478_4_4_4_4_1522_308,4
0.86080842480828360.50757274479975790.8881809185955799_2_2_2_2_732_688,2
0.86168814532403350.97540427548355280.5864268073091481_0_0_0_0_1235_1190,0
0.86168814532403350.97540427548355280.5864268073091481_0_0_0_0_6_168,6
0.86279514980706710.5068888117319540.6685438370704239_1_1_1_1_347_1148,1
0.86490063972650610.71270752114362360.43828635249145054_7_7_7_7_1562_538,7
0.86526430099949780.89687693630604070.7183263682774634_3_3_3_3_1037_468,3
0.8653699666954110.5883450013039110.6553755618815416_3_3_3_3_1637_618,3
0.86639629374553240.64351587538174570.03824319670414422_0_0_0_0_782_343,0
0.86701659737565580.90238175544722950.8271899858314682_0_0_0_0_1467_578,0
0.86704512288978640.64664301307110320.4696775627127332_7_7_7_7_997_288,7
0.86776676768219980.58219713136568040.8466572740048118_2_2_2_2_1032_518,2
0.86910953469943430.30883178722674240.7949271962765014_6_6_6_6_483_503,6
0.86933280843362480.55799507363148860.61258878190267_6_6_6_6_1011_349,6
0.87125665478825840.50557315793064170.39317529868773327_7_0_7_6_1227_870,7
0.87125665478825840.50557315793064170.39317529868773327_7_7_7_7_1127_412,7
0.87217085149054530.44432837800465410.5554691276754062_0_0_0_0_2007_1358,0
0.87217085149054530.44432837800465410.5554691276754062_3_3_3_3_1472_23,3
0.87348743156661190.095859619879693940.4961423979872821_1_1_1_1_2013_52,1
0.8748588236673970.77464147014944960.3872527252567105_0_0_0_0_31_518,0
0.87521696364119230.295007474789677370.16882212966948396_6_6_6_6_458_694,6
0.87602917625983830.65842725393857290.9401100384850408_0_0_0_0_727_518,2
0.87611764969976210.84193901169657010.9557869805386695_0_0_0_0_1185_158,0
0.87612816132663510.82778732498312380.632617506582604_5_5_5_5_1242_68,5
0.87640037911891670.64844203927900170.08677364294435141_6_5_6_0_1422_268,0
0.87710687473483160.75329512868177640.4320651965390767_0_0_0_0_2017_183,0
0.87822844705323740.072940226033999860.38520251245944315_1_1_1_1_867_963,1
0.87857337902342620.0620285118223105060.8962045049276691_2_2_2_2_277_353,2
0.87993745133248320.57686377328084530.9388888296022408_1_1_1_1_1022_1023,1
0.87993745133248320.57686377328084530.9388888296022408_1_1_1_1_111_178,1
0.87993745133248320.57686377328084530.9388888296022408_1_1_1_1_2397_993,3
0.88013159179119490.61493211715452980.8653615556353086_3_3_3_3_2147_828,3
0.88026385204250790.71930087264161550.16529068134503755_0_0_0_0_811_827,0
0.88203052009926590.44625114094136810.7100719895519907_5_5_5_5_637_108,5
0.88311961528620150.84895641093374640.89158722392365_1_1_1_1_807_788,1
0.88363690398151740.7282348290076970.20313276851186102_6_5_7_6_1122_1108,7
0.88556368414217110.77578529861578350.7948247368461676_0_0_0_0_215_855,5
0.88556368414217110.77578529861578350.7948247368461676_7_7_7_7_1744_570,7
0.88613712946366110.38164588569259130.07791054512794704_2_2_2_2_772_148,2
0.88621524454531210.99590416300986220.787372966668278_4_4_4_4_837_308,4
0.88776220455413430.375902413973134060.36070166599009423_2_2_2_2_757_223,2
0.89236742559508740.56856840771883510.2996564754236726_0_0_0_0_1861_349,7
0.89236742559508740.56856840771883510.2996564754236726_0_0_0_0_260_307,0
0.89817906703060950.050265440564451810.7503304223321862_1_1_1_1_452_468,1
0.89863050754849520.53317654710406160.37513313903710066_0_0_0_0_522_588,0
0.89988633934899790.60903172133812990.05711756116485567_0_0_0_0_727_288,5
0.90055394971539680.97311757076706550.904407330712007_6_6_6_6_922_1051,6
0.90126811978329660.415148306522113540.7259963957506519_5_5_5_5_1582_508,5
0.90132573746453090.61089310550810270.014739075681591274_1_1_1_1_1927_146,1
0.9018560511173290.67747736577735070.5710359862254242_5_5_5_5_1272_718,5
0.9018560511173290.67747736577735070.5710359862254242_7_7_7_7_1227_13,7
0.9027408768380820.46978643031129130.005100910175457551_2_2_2_2_1262_293,2
0.90330405290274710.29612058922021280.0799566364738672_0_0_0_0_1472_358,0
0.90529572277027210.70539365567590830.973388422383857_2_2_2_2_1386_933,2
0.90617446730117980.6171058667495720.6077237809751621_6_6_6_6_979_1018,6
0.90618959543603590.91732743335112770.14018159456454482_6_6_6_6_259_794,6
0.90638462745795410.87665390922118090.6025912138008398_0_0_0_0_777_481,0
0.9067387938760310.29601524102324240.47331122484102095_1_1_1_1_542_538,1
0.90723564301815580.74180425842353910.7514041580988768_0_0_0_0_1047_633,2
0.90746822694093810.071238226583250850.5055600603992054_1_1_1_1_177_773,1
0.90958591555856490.83647483453256710.03599578355888844_0_0_0_0_737_693,0
0.9096178742684140.31465763459794080.9368182974595527_0_0_0_0_251_448,0
0.90973608479692010.707661852224880.05488582002307141_1_1_1_1_667_798,1
0.91111649823931460.80325632963473570.0760290730727543_0_0_0_0_608_488,0
0.91178332062856030.126901128621317970.9649804677272554_0_0_0_0_1626_1123,0
0.91178332062856030.126901128621317970.9649804677272554_0_0_0_0_2182_633,3
0.91178332062856030.126901128621317970.9649804677272554_4_4_4_4_1062_1313,4
0.9141436354576010.40096646574696790.1465154164668072_0_0_0_0_1697_543,0
0.91479971939537840.7781226764354370.29754126827372684_1_1_1_1_1432_373,1
0.91577297952541480.51108667872101340.9537273475430871_1_1_1_1_1382_1028,1
0.91577297952541480.51108667872101340.9537273475430871_1_1_1_1_392_143,1
0.91616842350032830.7252742304282390.7040145061676739_0_0_0_0_137_453,0
0.91745567628278020.26016011184877440.2294706379713285_3_3_3_3_642_208,3
0.91745567628278020.26016011184877440.2294706379713285_8_3_3_3_871_763,3
0.91745567628278020.26016011184877440.2294706379713285_8_8_3_3_1232_918,3
0.91785220920317570.061607293782519060.36200125556777396_5_5_5_5_1202_253,5
0.9187565506779370.52926796120235030.8389693721797871_0_0_0_0_1142_973,0
0.918896175258020.044115223621936980.5266842910180719_1_1_1_1_407_344,1
0.92065825497339960.1513011229510790.41909540252326793_0_0_0_0_344_229,0
0.92065825497339960.1513011229510790.41909540252326793_0_0_0_0_944_764,0
0.92196183993318740.69754387260158870.9097830054763157_6_6_6_6_518_242,6
0.92330282893400830.87971937335859270.9045930592544567_4_0_0_0_1077_703,3
0.92446316922113850.0089741768300928280.0780632717473646_1_1_1_1_731_543,1
0.92615536952551030.224262788589226880.0692820238135049_0_0_0_0_841_553,1
0.92618933428750670.58818096283688740.1030710079924797_0_0_3_3_977_403,0
0.92666490897494680.92973114225813550.451375251902707_0_0_0_0_1582_1143,0
0.92839004138225090.12596006263544480.9849995147633712_3_2_2_2_937_728,0
0.92949558900968090.69945001498307870.4999398356132774_3_3_3_3_647_668,3
0.9296400875474710.69257878477054170.4234470130244071_0_0_0_0_1397_1408,2
0.93087983985538380.77635643179741530.297141284329247_8_8_0_8_662_1158,6
0.93149583100128830.69626247200237520.8233536034160464_1_1_1_1_1176_1178,1
0.93149706634583610.13512121330685610.04937436852111843_2_2_2_2_1327_478,2
0.9333665854424830.233358997205888040.24200858921544632_0_0_0_0_407_158,0
0.9339911610374960.5899212052707650.8028145647511242_2_2_2_2_1982_633,2
0.93414158250286890.6202688360373850.3945691632269256_3_3_3_3_1502_293,3
0.9345946001958810.93298540485684940.6986748761970384_1_1_1_1_130_240,1
0.93536904418736110.84556940419427340.3992479611530114_0_0_0_0_587_393,0
0.93648305285937050.187386517025206150.4847701998453967_2_2_2_2_1401_563,2
0.93961535934893340.71692264974511290.0322943081809699_7_7_7_7_2052_183,7
0.94137210197777810.60052137261388290.13562576741606536_4_4_4_4_1302_3,4
0.94173148659381930.93175225105608740.46114507052968645_0_0_0_0_1047_333,0
0.94224385277551390.60663051503992990.038965459256028456_2_2_2_2_1097_378,2
0.94378715584376730.401264630080981230.5322536281152419_0_0_0_0_811_1303,0
0.94378715584376730.401264630080981230.5322536281152419_5_5_5_5_211_608,5
0.94474362741469420.427936394587297040.6472337707370857_1_1_1_1_177_733,1
0.94508848619353360.63587081452153950.351802857519637_4_4_4_4_1352_463,4
0.94540067456093010.204960245099239930.3618478974112772_6_6_6_6_938_1364,6
0.94552191605666460.55679963836942380.15712198234015395_7_7_7_4_2007_1428,7
0.94767613776824180.57586627747875640.6711764476630722_0_0_0_0_1097_603,0
0.95010924511915580.76409220670951330.43753495730604175_2_2_2_2_807_723,2
0.95041275644517560.27443829445390290.1315968116822871_0_0_0_0_1357_28,0
0.95041275644517560.27443829445390290.1315968116822871_0_0_0_0_552_763,0
0.95041275644517560.27443829445390290.1315968116822871_0_0_0_0_922_1123,0
0.95041275644517560.27443829445390290.1315968116822871_0_1_5_6_1611_1173,0
0.95048662810366970.346451767786246640.14501997929051602_0_0_0_0_1548_720,4
0.95128837979313970.60780000239929280.8308824020417962_0_0_0_0_140_1035,0
0.95148042710708980.63805852924248550.2280705721433145_5_5_5_5_607_563,5
0.95262702428660420.038920346229214920.5054753563604124_6_6_6_6_479_46,4
0.95412381352527930.80059745567740840.017264049933254366_0_0_0_0_2332_813,4
0.95419347467794930.376400066984938330.6607930664332952_4_0_4_4_557_818,4
0.95463667268022310.89599566488968190.9311123574546438_0_0_0_0_746_448,0
0.95731551112691730.344139531979972270.33662792980663414_0_0_0_0_861_396,0
0.95774108147192930.91117913432361180.8772958801868374_2_2_2_2_642_313,2
0.95929135993855940.54933882246776060.1342622811641262_6_6_6_6_1431_920,6
0.95929135993855940.54933882246776060.1342622811641262_6_6_6_6_369_53,6
0.96041389730490680.86349392610560380.9767410317562446_0_0_0_6_964_203,4
0.96143177381910080.154842807664593130.5484347427151035_4_4_4_4_822_588,4
0.96227437716046790.85070588467466990.8774539492666101_0_0_0_0_1635_246,0
0.96227437716046790.85070588467466990.8774539492666101_0_0_0_0_6_1,0
0.96342310658147590.248952303600339380.9937200791905556_0_0_0_0_1107_483,0
0.96395262925387950.97972841987853340.3606297967476324_1_3_6_6_562_1103,6
0.96477131837077410.63095345647537360.29837630240071156_2_2_2_2_1142_693,2
0.96490962678287560.157211612078413170.573042536434111_2_2_2_2_871_393,2
0.96706326546385180.67910361023561390.18204813142910325_1_1_1_1_1025_1501,1
0.96706326546385180.67910361023561390.18204813142910325_1_1_1_1_1050_1079,1
0.9674008658963950.60931012599183520.9137435806358826_5_5_5_5_807_43,5
0.96826315597150210.252929302017024570.6060235109323772_1_1_1_1_572_153,1
0.96942785646957960.41326622822113090.033584617496753455_1_1_5_5_887_403,1
0.96970757082311510.83613380874380990.10677670160915165_2_2_2_2_157_878,2
0.97000416208930350.60824833797166510.5579554263006302_0_0_0_0_1161_623,0
0.97094146329770390.07251087142907730.18703178943523813_0_0_0_0_1452_303,0
0.97153675791339620.205535130882067650.8263278368542545_5_5_5_5_672_513,5
0.97814032471419130.0607248176589438860.4122163509483363_1_1_1_1_620_258,1
0.97847148781045980.54217695831160420.543019055961344_2_7_2_2_672_423,2
0.97859473021351330.0521570135052886740.1835822429778281_2_3_3_1_202_608,1
0.97922590324584210.9450292089256440.30051244849152414_1_1_1_1_1677_743,1
0.9797468437571210.65773007091239940.43981293415909417_1_1_1_1_1355_396,1
0.98081469907988430.34492005889582810.6694227254969213_0_0_0_0_803_12,0
0.98115724057885920.14052380944943520.1325803066701834_5_5_5_5_1617_428,5
0.98141511711344910.0486587025414806360.8446205474217386_3_3_3_3_466_658,3
0.98318134299095880.193226480587056380.11995886752457463_3_3_3_3_2392_368,3
0.98318170451684180.076561616064087620.6794043657763547_2_2_0_6_1767_731,6
0.98318170451684180.076561616064087620.6794043657763547_6_6_6_6_452_568,6
0.98345897899715380.088258893000609740.3904573860736461_0_5_0_0_847_1033,0
0.98399931682202070.92887788993773120.7570129519295322_2_2_2_2_1327_833,2
0.98458825315227520.57272762514652610.29334551535296394_5_5_5_5_1331_1268,5
0.98483406118238130.76418049996971990.9282000283793711_2_4_4_4_685_775,2
0.98544074129259860.254081338833247570.32038563161538003_7_7_7_7_582_996,7
0.98603717754681830.07495070857626840.7468209421854202_1_1_1_1_1844_1177,1
0.98644495462599470.93325276465231450.7561740762248178_1_1_1_1_946_892,1
0.98794444032839220.297659514221685240.12475155574876184_6_6_4_4_937_827,2
0.989519683433350.81913699298133750.5902841348251215_0_0_0_0_927_201,0
0.98975257149361580.64311537052615250.9830686635721395_3_3_3_3_1012_668,3
0.99087208756341830.158565906733973970.5129190198487245_0_0_0_0_655_646,0
0.99092322777239220.91229378860021040.5072617366190841_5_5_5_5_1567_758,5
0.99283287812430950.238644541496487280.643393405984301_7_6_0_6_357_423,0
0.99427464848396570.60625950202625980.5009928920173499_7_0_0_7_522_93,0
0.99451123235985710.24337360801792750.995777920807213_0_0_0_0_1266_488,7
0.99517911519821880.033095837408659620.7194336554472085_0_0_0_0_1164_55,4
0.99517911519821880.033095837408659620.7194336554472085_0_0_0_0_1657_816,0
0.99542373277348340.36067218589688130.9413806566482457_2_2_2_2_1522_648,2
0.99597824469874460.181961016724772380.5555909360970032_5_5_5_5_991_813,5
0.99629366768062390.38378534285964250.7765181660857011_0_0_0_0_1262_253,0
0.99670287684859240.91925559149021340.739464378172899_0_0_0_0_1197_1246,0
0.99670287684859240.91925559149021340.739464378172899_0_1_0_0_796_64,1
0.99746545993609540.58696105946656140.10325202654454047_7_7_7_7_455_1194,7
0.99773357439256740.72572286722027860.8100564243759633_0_0_0_0_429_409,6
0.99881904676375070.62070049083014770.02382078478143468_0_0_0_0_1596_803,0
